exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,extra,totalQuantityinShipment,,units,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29780,29780,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30050,30050,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32010,32010,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30410,30410,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34550,34550,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30070,30070,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32870,32870,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30410,30410,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33710,33710,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32380,32380,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32680,32680,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32920,32920,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29260,29260,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",24930,24930,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29.88,29.88,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",26940,26940,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",26260,26260,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",26940,26940,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31680,31680,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34970,34970,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",38780,38780,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34340,34340,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",26980,26980,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33410,33410,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32560,32560,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30720,30720,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",28860,28860,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31780,31780,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30790,30790,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33780,33780,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31310,31310,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33780,33780,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",28720,28720,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31670,31670,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31140,31140,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32100,32100,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",27240,27240,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34490,34490,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33480,33480,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33310,33310,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33800,33800,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30620,30620,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31440,31440,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30110,30110,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31030,31030,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",28010,28010,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29790,29790,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31060,31060,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",26800,26800,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31040,31040,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",26800,26800,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29020,29020,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",24460,24460,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32200,32200,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",27420,27420,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",28700,28700,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32500,32500,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29950,29950,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33910,33910,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30080,30080,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32410,32410,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32710,32710,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34320,34320,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",24380,24380,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34550,34550,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",,,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34030,34030,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29830,29830,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32980,32980,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31740,31740,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33430,33430,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",27390,27390,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34820,34820,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33170,33170,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33770,33770,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",25850,25850,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",38560,38560,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",28810,28810,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31.36,31.36,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",28360,28360,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30980,30980,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30440,30440,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31470,31470,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",32500,32500,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29600,29600,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",29750,29750,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",33300,33300,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",30620,30620,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",34950,34950,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
NEWALTA INDUSTRIAL SERVICES,125 BELANGER,CHATEAUGUAY,QUEBEC,CANADA,45.3482285,-73.6963196,lead,"LEAD, CADMIUM",31910,31910,K - Kilograms,H111,48211,MID980991566,EQ DETROIT/ INC.,1923 FREDERICK,DETROIT,MI,42.3659856,-83.0476774
